Altium Designer Pick and Place Locations
C:\Users\alex9\Documents\H4\Designs\H4_EtherCAT_6-Port_Module\H4_EtherCAT_6-Port_Module\Outputs\REV1.2\Pick Place\Pick Place for H4_6-port_EtherCAT_Junction_Module(Rev1.2).csv

========================================================================================================================
File Design Information:

Date:       06-03-24
Time:       20:16
Revision:   fb0401d9011f0438844b06f734d2d52a6a53d859
Variant:    Rev1.2
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"C147","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","2539.370","409.449","270","CAP CER 0.1UF 16V X7R 0402"
"C55","GRM0225C1H130GA03L","TopLayer","0402_C","2342.520","826.772","90","Cap Ceramic Monolithic 13pF 50VDC 2% SMD Emboss T/R"
"C136","LMK107BJ105KA-T","BottomLayer","0603_C","2177.165","653.543","90","Multilayer Ceramic Capacitors (High dielectric type), 10V, 1 uF, ± 10 %, 0603, X5R, RoHS"
"C139","GRM155R71C104JA88D","BottomLayer","CAPC1005X03N(0402)","2133.858","637.795","90","CAP CER 0.1UF 16V X7R 0402"
"C144","CL10B104KC8NNNC","BottomLayer","CAPC1608X09N(0603)","2259.842","559.055","0","CAP CER 0.1UF 100V X7R 0603"
"C53","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","2897.183","854.801","0","CAP CER 0.1UF 16V X7R 0402"
"C23","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","2437.008","1779.528","180","CAP CER 0.1UF 16V X7R 0402"
"C21","C0603C105K3PACTU","TopLayer","CAPC1608X09N(0603)","2437.008","1846.457","180","MLCC - SMD/SMT 25volts 1uF X5R 10%"
"C114","CL31B475KBHNNNE","BottomLayer","CAPC3216X16N(1206)","1960.630","1413.386","180","CAP CER 4.7UF 50V X7R 1206"
"C44","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","2086.614","1200.787","90","CAP CER 0.1UF 16V X7R 0402"
"C46","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","2338.583","1200.787","90","CAP CER 0.1UF 16V X7R 0402"
"C36","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","1748.032","1381.890","0","CAP CER 0.1UF 16V X7R 0402"
"C100","GRM155R71C104JA88D","BottomLayer","CAPC1005X03N(0402)","1988.189","1759.842","90","CAP CER 0.1UF 16V X7R 0402"
"C107","GRM155R71C104JA88D","BottomLayer","CAPC1005X03N(0402)","1905.512","1637.795","180","CAP CER 0.1UF 16V X7R 0402"
"C92","GRM155R71C104JA88D","BottomLayer","CAPC1005X03N(0402)","2216.535","1952.756","180","CAP CER 0.1UF 16V X7R 0402"
"C45","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","2122.047","1200.787","90","CAP CER 0.1UF 16V X7R 0402"
"C29","GCM1555C1H471JA16D","TopLayer","CAPC1005X03N(0402)","1736.220","1547.244","0","CAP CER 470PF 50V C0G/NP0 0402"
"C93","LMK107BJ105KA-T","BottomLayer","0603_C","2216.535","1909.449","180","Multilayer Ceramic Capacitors (High dielectric type), 10V, 1 uF, ± 10 %, 0603, X5R, RoHS"
"C98","C0603C105K3PACTU","BottomLayer","CAPC1608X09N(0603)","2444.882","1779.528","180","MLCC - SMD/SMT 25volts 1uF X5R 10%"
"C27","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","2444.882","1610.236","180","CAP CER 0.1UF 16V X7R 0402"
"C25","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","2444.882","1649.606","180","CAP CER 0.1UF 16V X7R 0402"
"C96","C0603C105K3PACTU","BottomLayer","CAPC1608X09N(0603)","2444.882","1826.772","180","MLCC - SMD/SMT 25volts 1uF X5R 10%"
"C118","C0603C105K3PACTU","BottomLayer","CAPC1608X09N(0603)","2437.008","1377.953","180","MLCC - SMD/SMT 25volts 1uF X5R 10%"
"C116","GRM155R71C104JA88D","BottomLayer","CAPC1005X03N(0402)","2437.008","1417.323","180","CAP CER 0.1UF 16V X7R 0402"
"C109","CC1206KKX7RDBB102","BottomLayer","CAPC3216X16N(1206)","2826.772","1488.189","0","CAP CER 1000PF 2KV X7R 1206"
"C34","GCM155R71H223KA55D","BottomLayer","CAPC1005X03N(0402)","2751.968","1417.323","0","CAP CER 0.022UF 50V X7R 0402"
"C52","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","2003.937","921.260","180","CAP CER 0.1UF 16V X7R 0402"
"C33","C0402C100J5GAC7411","TopLayer","0402_C","2583.362","1492.126","0","Cap Ceramic 10pF 50V C0G 5% SMD 0402 125°C Punched Paper T/R"
"C37","C0402C100J5GAC7411","TopLayer","0402_C","2583.362","1421.260","0","Cap Ceramic 10pF 50V C0G 5% SMD 0402 125°C Punched Paper T/R"
"C43","C0402C100J5GAC7411","TopLayer","0402_C","2583.362","1173.228","0","Cap Ceramic 10pF 50V C0G 5% SMD 0402 125°C Punched Paper T/R"
"C47","C0402C100J5GAC7411","TopLayer","0402_C","2583.362","1086.614","0","Cap Ceramic 10pF 50V C0G 5% SMD 0402 125°C Punched Paper T/R"
"C99","GRM155R71C104JA88D","BottomLayer","CAPC1005X03N(0402)","2114.173","1783.465","0","CAP CER 0.1UF 16V X7R 0402"
"C15","GRM0225C1H130GA03L","TopLayer","0402_C","2204.724","1925.197","270","Cap Ceramic Monolithic 13pF 50VDC 2% SMD Emboss T/R"
"C112","GRM155R71C104JA88D","BottomLayer","CAPC1005X03N(0402)","2437.008","1448.819","180","CAP CER 0.1UF 16V X7R 0402"
"C16","GRM0225C1H130GA03L","TopLayer","0402_C","2346.457","1925.197","90","Cap Ceramic Monolithic 13pF 50VDC 2% SMD Emboss T/R"
"C97","LMK107BJ105KA-T","BottomLayer","0603_C","2196.850","1749.409","90","Multilayer Ceramic Capacitors (High dielectric type), 10V, 1 uF, ± 10 %, 0603, X5R, RoHS"
"C101","GRM155R71C104JA88D","BottomLayer","CAPC1005X03N(0402)","2156.036","1733.571","90","CAP CER 0.1UF 16V X7R 0402"
"C105","CL10B104KC8NNNC","BottomLayer","CAPC1608X09N(0603)","2271.653","1657.480","0","CAP CER 0.1UF 100V X7R 0603"
"C8","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","188.976","2141.732","90","CAP CER 0.1UF 16V X7R 0402"
"C38","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","905.512","1334.646","0","CAP CER 0.1UF 16V X7R 0402"
"C39","C0603C105K3PACTU","TopLayer","CAPC1608X09N(0603)","905.512","1287.402","0","MLCC - SMD/SMT 25volts 1uF X5R 10%"
"C102","CL31B475KBHNNNE","BottomLayer","CAPC3216X16N(1206)","1370.079","1724.409","0","CAP CER 4.7UF 50V X7R 1206"
"C19","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","1255.906","1933.071","270","CAP CER 0.1UF 16V X7R 0402"
"C17","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","1000.000","1933.071","270","CAP CER 0.1UF 16V X7R 0402"
"C24","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","1582.677","1755.906","180","CAP CER 0.1UF 16V X7R 0402"
"C111","GRM155R71C104JA88D","BottomLayer","CAPC1005X03N(0402)","1437.008","1503.937","0","CAP CER 0.1UF 16V X7R 0402"
"C117","GRM155R71C104JA88D","BottomLayer","CAPC1005X03N(0402)","1350.394","1381.890","270","CAP CER 0.1UF 16V X7R 0402"
"C28","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","1602.362","1594.488","180","CAP CER 0.1UF 16V X7R 0402"
"C18","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","1216.535","1933.071","270","CAP CER 0.1UF 16V X7R 0402"
"C123","GCM1555C1H471JA16D","BottomLayer","CAPC1005X03N(0402)","1133.858","1188.976","0","CAP CER 470PF 50V C0G/NP0 0402"
"C122","LMK107BJ105KA-T","BottomLayer","0603_C","1122.047","1236.220","0","Multilayer Ceramic Capacitors (High dielectric type), 10V, 1 uF, ± 10 %, 0603, X5R, RoHS"
"C121","C0603C105K3PACTU","BottomLayer","CAPC1608X09N(0603)","893.701","1299.213","0","MLCC - SMD/SMT 25volts 1uF X5R 10%"
"C30","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","897.638","1535.433","0","CAP CER 0.1UF 16V X7R 0402"
"C32","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","898.425","1488.189","0","CAP CER 0.1UF 16V X7R 0402"
"C120","C0603C105K3PACTU","BottomLayer","CAPC1608X09N(0603)","893.701","1346.457","0","MLCC - SMD/SMT 25volts 1uF X5R 10%"
"C103","C0603C105K3PACTU","BottomLayer","CAPC1608X09N(0603)","881.890","1712.598","0","MLCC - SMD/SMT 25volts 1uF X5R 10%"
"C104","GRM155R71C104JA88D","BottomLayer","CAPC1005X03N(0402)","881.890","1673.228","0","CAP CER 0.1UF 16V X7R 0402"
"C106","CC1206KKX7RDBB102","BottomLayer","CAPC3216X16N(1206)","539.370","1633.858","180","CAP CER 1000PF 2KV X7R 1206"
"C108","GCM155R71H223KA55D","BottomLayer","CAPC1005X03N(0402)","625.984","1574.803","180","CAP CER 0.022UF 50V X7R 0402"
"C40","C0402C100J5GAC7411","TopLayer","0402_C","787.402","1249.708","180","Cap Ceramic 10pF 50V C0G 5% SMD 0402 125°C Punched Paper T/R"
"C35","C0402C100J5GAC7411","TopLayer","0402_C","787.402","1318.898","180","Cap Ceramic 10pF 50V C0G 5% SMD 0402 125°C Punched Paper T/R"
"C31","C0402C100J5GAC7411","TopLayer","0402_C","787.402","1574.803","180","Cap Ceramic 10pF 50V C0G 5% SMD 0402 125°C Punched Paper T/R"
"C26","C0402C100J5GAC7411","TopLayer","0402_C","787.402","1645.669","180","Cap Ceramic 10pF 50V C0G 5% SMD 0402 125°C Punched Paper T/R"
"C5","GRM155R71C104JA88D","TopLayer","CAPC1005X03N(0402)","1098.425","2240.157","0","CAP CER 0.1UF 16V X7R 0402"
"C119","GRM155R71C104JA88D","BottomLayer","CAPC1005X03N(0402)","1228.346","1358.268","180","CAP CER 0.1UF 16V X7R 0402"
"C90","CC1206KKX7RDBB102","BottomLayer","CAPC3216X16N(1206)","539.370","2169.291","180","CAP CER 1000PF 2KV X7R 1206"
"C42","GRM0225C1H130GA03L","TopLayer","0402_C","1129.921","1216.535","90","Cap Ceramic Monolithic 13pF 50VDC 2% SMD Emboss T/R"
"C41","GRM0225C1H130GA03L","TopLayer","0402_C","980.315","1216.535","270","Cap Ceramic Monolithic 13pF 50VDC 2% SMD Emboss T/R"
"C22","C0402C100J5GAC7411","TopLayer","0402_C","787.402","1775.591","180","Cap Ceramic 10pF 50V C0G 5% SMD 0402 125°C Punched Paper T/R"
"C20","C0402C100J5GAC7411","TopLayer","0402_C","787.402","1850.394","180","Cap Ceramic 10pF 50V C0G 5% SMD 0402 125°C Punched Paper T/R"
"C13","C0402C100J5GAC7411","TopLayer","0402_C","787.402","2102.362","180","Cap Ceramic 10pF 50V C0G 5% SMD 0402 125°C Punched Paper T/R"
"C7","C0402C100J5GAC7411","TopLayer","0402_C","787.402","2173.228","180","Cap Ceramic 10pF 50V C0G 5% SMD 0402 125°C Punched Paper T/R"
"C113","LMK107BJ105KA-T","BottomLayer","0603_C","1145.669","1393.701","270","Multilayer Ceramic Capacitors (High dielectric type), 10V, 1 uF, ± 10 %, 0603, X5R, RoHS"
"C115","GRM155R71C104JA88D","BottomLayer","CAPC1005X03N(0402)","1185.039","1409.449","270","CAP CER 0.1UF 16V X7R 0402"
"C110","CL10B104KC8NNNC","BottomLayer","CAPC1608X09N(0603)","1066.929","1496.063","180","CAP CER 0.1UF 100V X7R 0603"
"C125","CL10B104KC8NNNC","BottomLayer","CAPC1608X09N(0603)","2362.205","1106.299","90","CAP CER 0.1UF 100V X7R 0603"
"C129","CL10B104KC8NNNC","BottomLayer","CAPC1608X09N(0603)","2488.189","921.260","90","CAP CER 0.1UF 100V X7R 0603"
"C124","CL10B104KC8NNNC","BottomLayer","CAPC1608X09N(0603)","2417.323","1106.299","90","CAP CER 0.1UF 100V X7R 0603"
"C128","CL10B104KC8NNNC","BottomLayer","CAPC1608X09N(0603)","2543.307","921.260","90","CAP CER 0.1UF 100V X7R 0603"
